Chapter 2 - Checkpoint 1 [Total Pts: 4 Score] |1931281,Chapter 2 - Checkpoint 2 [Total Pts: 4 Score] |1931124,Chapter 2 - Checkpoint 3 [Total Pts: 4 Score] |1936678,Chapter 2 - Checkpoint 4 [Total Pts: 4 Score] |1936680,Chapter 2 - Checkpoint 5 [Total Pts: 4 Score] |1936681,Chapter 3 - Checkpoint 1 [Total Pts: 4 Score] |1936189,Chapter 3 - Checkpoint 2 [Total Pts: 4 Score] |1938812,Chapter 3 - Checkpoint 3 [Total Pts: 4 Score] |1938813,Chapter 3 - Checkpoint 4 [Total Pts: 4 Score] |1938815,Chapter 3 - Checkpoint 5 [Total Pts: 4 Score] |1938818,Chapter 4 - Checkpoint 1 [Total Pts: 4 Score] |1945790,Chapter 4 - Checkpoint 2 [Total Pts: 4 Score] |1945791,Chapter 4 - Checkpoint 3 [Total Pts: 4 Score] |1945793,Chapter 4 - Checkpoint 4 [Total Pts: 4 Score] |1949674,Chapter 4 - Checkpoint 5 [Total Pts: 4 Score] |1949678,Chapter 4 - Checkpoint 6 [Total Pts: 4 Score] |1949679,Chapter 4 - Checkpoint 7 [Total Pts: 4 Score] |1994614,Chapter 4 - Checkpoint 8 [Total Pts: 4 Score] |1994620,Chapter 4 - Checkpoint 9 [Total Pts: 4 Score] |1994622,Chapter 5 - Checkpoint 1 [Total Pts: 4 Score] |1994626,Chapter 5 - Checkpoint 2 [Total Pts: 4 Score] |1994627,Chapter 5 - Checkpoint 3 [Total Pts: 4 Score] |1994628,Chapter 7 - Checkpoint 1 [Total Pts: 4 Score] |1999578,Chapter 7 - Checkpoint 2 [Total Pts: 4 Score] |1999581,Chapter 7 - Checkpoint 3 [Total Pts: 4 Score] |2008962,Extra points [Total Pts: 0 Score] |1934963,Homework 1 Final Grade [Total Pts: 40 Score] |1995600,Homework 2 final grade [Total Pts: 40 Score] |2005601,Homework 3 final grade [Total Pts: 40 Score] |2008446,HOMEWORK 4 FINAL GRADE [Total Pts: up to 40 Score] |2017095,Homework 5 Final Grade [Total Pts: 40 Score] |2016174,Homework 6 [Total Pts: 40 Score] |1884931,Homework 7 [Total Pts: 40 Score] |1884933,Lab 1 [Total Pts: 20 Score] |1882989,Lab 10 [Total Pts: 20 Score] |1883436,Lab 11 [Total Pts: 20 Score] |1883437,Lab 12 [Total Pts: 20 Score] |1883438,Lab 13 Code [Total Pts: 10 Score] |2023050,Lab 13 PDF [Total Pts: 10 Score] |1883440,Lab 14 [Total Pts: 20 Score] |1883441,Lab 2 [Total Pts: 20 Score] |1883408,Lab 3 [Total Pts: 20 Score] |1883412,Lab 4 [Total Pts: 20 Score] |1883421,Lab 5 [Total Pts: 20 Score] |1883422,Lab 6 [Total Pts: 20 Score] |1883423,Lab 7 [Total Pts: 20 Score] |1883429,Lab 8 [Total Pts: 20 Score] |1883432,Lab 9 [Total Pts: 20 Score] |1883435,Project 2 [Total Pts: 100 Score] |2023051,Project1 [Total Pts: 100 Score] |1996715,Quiz 1 [Total Pts: 20 Score] |1937228,Quiz 2 [Total Pts: 20 Score] |1962628,Quiz 3 [Total Pts: 20 Score] |1995022,Quiz 4 [Total Pts: 20 Score] |2001868,Quiz 5 [Total Pts: 20 Score] |2009890,Quiz 6 [Total Pts: 20 Score] |2009024,Quiz 7 [Total Pts: 20 Score] |2009027,"Final Grade out of 1000 [Total Pts: up to 1,000 Score] |1995780"
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,4.0,40.0,36.5,40.0,39.0,38.0,38.5,39.0,20.0,15.0,12.0,20.0,10,10.0,17.0,20.0,20.0,19,19.2,19.0,20.0,20.0,16.5,100.0,100.0,20.0,17.0,13.66666,18.0,18.1,20.0,12.0,956.46666
4.0,4,4,4,0,4,4,0,4,4,4,4,2,4,4,2.0,0,0,0,4,4.0,4,4.0,4,4,4.0,42.0,26.0,40.0,37.0,36.0,31.0,40.0,20.0,10.0,13.0,16.0,10,10.0,8.0,20.0,20.0,20,16.2,19.0,20.0,18.0,16.0,91.0,100.0,20.0,19.0,11.5,14.0,12.8,16.0,0.0,857.5
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,2,4,4.0,4,4.0,4,4,5.0,29.0,36.0,20.0,0.0,19.6,0.0,0.0,20.0,10.0,16.0,0.0,0,0.0,0.0,0.0,6.0,19,0.0,20.0,0.0,16.0,19.5,0.0,0.0,19.0,11.0,8.5,10.0,0.0,0.0,0.0,382.6
4.0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,4.0,39.0,24.0,34.0,32.0,28.0,30.0,40.0,20.0,5.0,12.0,12.5,10,10.0,14.0,14.0,17.5,16,16.0,17.0,19.0,11.0,0.0,100.0,97.5,17.0,16.0,13.33333,9.0,14.7,13.0,9.5,816.03333
4.0,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,9,0.0,39.5,29.75,35.0,40.0,39.0,40.0,40.0,20.0,15.0,9.0,13.5,10,10.0,16.0,16.0,16.5,20,16.5,19.5,18.0,16.0,19.0,100.0,104.5,18.0,20.0,13.5,18.0,13.5,13.0,0.0,906.75
4.0,4,4,4,4,4,4,4,2,2,4,4,4,4,4,2.0,4,4,4,4,4.0,4,4.0,4,4,4.0,39.5,27.0,40.0,37.0,39.0,39.75,0.0,20.0,10.0,16.0,20.0,10,10.0,0.0,20.0,20.0,14,19.0,18.0,18.5,20.0,17.5,100.0,100.0,17.0,14.0,11.33333,12.0,7.7,4.5,0.0,824.78333
4.0,4,4,4,0,4,4,4,4,4,4,4,2,4,4,2.0,4,4,4,0,4.0,4,4.0,4,0,0.0,38.625,29.25,40.0,0.0,31.5,35.75,40.0,20.0,19.0,13.0,20.0,10,10.0,16.0,20.0,18.5,18,20.0,19.0,16.0,0.0,15.5,110.0,0.0,18.0,20.0,15.16666,10.0,9.8,19.5,8.0,749.59166
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,4.0,35.25,30.75,40.0,33.0,35.5,40.0,40.0,20.0,10.0,12.0,15.5,10,10.0,16.0,14.0,18.5,16,12.0,19.0,19.5,16.0,20.0,100.0,105.0,19.0,19.0,14.16666,11.0,13.0,9.0,8.5,890.66666
4.0,4,4,4,4,4,4,4,0,0,3,4,2,4,2,0.0,4,2,2,4,0.0,0,4.0,4,0,0.0,41.0,20.75,40.0,37.0,28.75,31.0,20.0,20.0,10.0,15.0,18.5,10,8.5,19.0,20.0,20.0,10,16.5,19.0,11.0,18.0,16.5,100.0,100.0,17.0,18.0,13.0,10.0,11.9,12.5,10.0,814.9
4.0,4,4,4,0,0,2,4,2,0,4,4,2,4,4,4.0,0,0,0,4,2.0,2,4.0,4,0,0.0,33.0,24.0,34.0,27.0,27.0,16.25,40.0,19.0,10.0,9.0,9.5,0,10.0,16.0,14.0,20.0,14,8.0,17.0,12.0,5.0,11.5,100.0,57.0,17.0,16.0,9.83333,7.5,7.0,8.5,9.0,675.08333
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,4.0,42.0,37.5,40.0,39.0,37.5,40.0,40.0,20.0,10.0,14.5,20.0,10,10.0,18.0,20.0,20.0,16,20.0,20.0,20.0,20.0,20.0,110.0,100.0,20.0,20.0,13.16666,18.0,16.6,14.0,0.0,955.26666
4.0,4,4,4,4,0,4,4,4,4,4,4,2,4,2,0.0,4,4,2,0,0.0,0,0.0,0,4,0.0,38.375,33.5,40.0,31.0,0.0,34.0,40.0,20.0,10.0,15.5,15.5,10,10.0,16.0,20.0,19.75,20,15.0,19.0,18.0,20.0,17.0,100.0,100.0,20.0,20.0,15.5,12.0,16.5,20.0,9.0,846.625
4.0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,30.5,0.0,40.0,8.0,36.5,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,14.0,0.0,0,0.0,10.0,9.5,0.0,0.0,0.0,102.0,17.0,18.0,9.0,8.0,0.0,0.0,0.0,354.5
4.0,4,4,4,0,4,4,4,4,4,4,4,2,4,4,4.0,4,4,2,4,4.0,0,4.0,4,4,0.0,28.5,32.5,37.0,18.5,27.75,6.5,34.0,20.0,10.0,16.0,15.5,10,9.5,12.0,14.0,19.5,15,15.0,20.0,19.0,17.5,17.0,100.0,27.5,14.0,0.0,6.16666,5.0,4.0,6.5,7.0,677.91666
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,2,4,4.0,4,4.0,4,4,0.0,41.0,31.5,40.0,37.0,39.0,40.0,40.0,20.0,20.0,15.0,18.5,10,10.0,19.0,16.0,20.0,19,20.0,20.0,20.0,20.0,0.0,100.0,110.0,19.0,20.0,13.66666,15.0,16.0,11.0,0.0,923.66666
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,4.0,42.0,34.125,40.0,40.0,40.0,40.0,40.0,20.0,20.0,16.0,20.0,10,10.0,20.0,14.0,20.0,20,20.0,20.0,20.0,20.0,20.0,100.0,97.0,17.0,20.0,14.5,18.0,17.3,19.5,10.5,968.925
4.0,4,4,4,0,0,4,4,0,0,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,0.0,40.0,1.75,20.0,37.0,35.0,39.0,39.0,20.0,19.0,0.0,20.0,0,0.0,13.0,14.0,0.0,4,18.0,0.0,0.0,0.0,0.0,60.0,104.5,16.0,19.0,11.5,10.0,0.0,3.0,0.0,627.75
4.0,4,0,0,0,4,2,4,4,0,3,4,2,4,3,2.0,4,2,3,2,0.0,2,4.0,4,2,10.0,16.0,6.5,38.0,17.75,38.0,37.75,39.0,20.0,20.0,12.5,18.5,10,9.5,20.0,0.0,17.0,17,10.8,16.0,16.5,9.0,13.5,100.0,80.0,13.0,14.0,8.5,7.0,6.7,6.5,6.0,723.0
4.0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4.0,4,4.0,4,4,0.0,37.875,24.0,40.0,28.0,34.5,35.25,39.0,20.0,20.0,16.0,19.5,10,10.0,16.0,14.0,19.75,20,18.0,18.0,20.0,18.0,17.5,100.0,97.5,18.0,13.0,11.0,10.0,14.2,6.0,0.0,810.075
4.0,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,9.0,42.0,0.0,0.0,35.0,28.5,8.5,39.0,20.0,20.0,18.0,20.0,10,9.0,14.0,14.0,15.5,15,11.3,13.0,17.5,14.0,17.5,100.0,100.0,18.0,10.0,11.5,10.0,12.5,4.0,6.5,766.3
4.0,4,4,4,4,0,0,0,4,4,4,4,0,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,0.0,40.5,30.5,36.0,40.0,40.0,40.0,39.0,20.0,19.0,18.0,20.0,0,0.0,19.0,14.0,19.5,13,16.0,19.0,18.0,20.0,19.5,100.0,109.5,18.0,17.0,15.83333,14.0,14.8,17.0,10.0,906.13333
4.0,4,0,4,4,4,4,4,4,2,4,4,4,4,4,2.0,4,4,4,4,4.0,4,4.0,4,4,0.0,35.5,23.625,40.0,21.5,33.75,36.5,40.0,20.0,20.0,13.0,14.5,10,10.0,20.0,16.0,14.5,16,10.0,18.0,12.5,9.0,19.5,100.0,94.5,18.0,17.0,14.66666,9.0,10.5,15.5,13.0,843.04166
0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,4.0,39.75,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,10.5,0.0,0.0,0.0,0.0,113.75
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2.0,2,4,4,4,4,4,4,4,4,4,4,2,4,4,3.5,4,4,4,4,4.0,4,4.0,4,2,0.0,35.0,28.5,40.0,30.5,30.0,39.0,40.0,20.0,10.0,16.0,15.5,10,9.5,20.0,14.0,17.0,14,6.0,17.0,17.5,16.0,18.0,100.0,36.5,16.0,13.0,12.5,8.0,0.0,3.0,2.0,746.0
0.0,4,0,0,0,2,4,2,0,0,0,0,0,2,2,0.0,2,2,2,0,2.0,2,0.0,0,0,0.0,4.5,0.0,40.0,0.0,0.0,0.0,0.0,20.0,20.0,14.0,0.0,0,0.0,0.0,0.0,0.0,0,12.0,18.0,0.0,20.0,16.0,0.0,13.5,17.0,15.0,10.0,6.0,4.0,0.0,0.0,256.0
4.0,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,4.0,37.25,35.25,40.0,39.0,38.5,40.0,40.0,20.0,20.0,18.0,15.5,10,10.0,20.0,14.0,19.5,14,16.0,18.0,20.0,19.0,20.0,100.0,99.5,20.0,19.0,12.66666,14.0,19.8,20.0,17.0,952.96666
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,4.0,42.0,35.75,40.0,39.0,39.0,40.0,40.0,20.0,15.0,16.0,20.0,10,9.5,16.0,20.0,20.0,16,20.0,19.0,20.0,16.0,18.0,100.0,100.0,19.0,19.0,14.16666,18.0,16.0,14.0,14.5,954.91666
2.0,4,4,0,0,4,4,4,4,4,4,4,2,4,4,3.0,4,4,4,4,4.0,4,4.0,0,4,24.0,40.25,25.25,36.0,38.0,35.0,39.25,40.0,20.0,10.0,13.0,20.0,10,9.5,16.0,20.0,15.0,20,2.9,20.0,15.5,8.0,15.5,110.0,105.0,16.0,13.0,10.66666,11.0,14.0,17.0,10.5,888.31666
4.0,4,4,4,4,0,4,4,4,4,4,4,2,4,4,2.0,4,4,2,4,4.0,4,4.0,4,4,0.0,38.5,33.5,40.0,39.0,34.0,40.0,40.0,20.0,10.0,11.0,15.5,10,10.0,16.0,16.0,19.5,19,17.0,19.0,20.0,18.0,17.5,100.0,99.5,19.0,20.0,14.83333,10.0,9.9,18.0,16.5,906.23333
2.0,4,4,0,4,0,4,4,4,4,4,4,4,4,4,2.0,4,4,4,4,4.0,4,4.0,0,0,0.0,41.5,22.5,36.0,32.0,26.75,37.5,0.0,20.0,10.0,4.0,19.0,0,0.0,0.0,10.0,20.0,16,16.0,18.0,18.0,0.0,17.25,65.0,99.5,19.0,17.0,8.5,9.0,12.0,0.0,0.0,679.5
4.0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,2,0,0,0,0.0,0,4.0,0,0,0.0,25.0,11.0,37.0,6.0,35.5,28.75,30.0,20.0,20.0,12.5,15.0,10,9.5,10.0,8.0,10.5,15,15.2,20.0,20.0,17.0,17.5,94.75,76.5,14.0,7.0,8.5,6.5,5.0,2.0,2.5,633.2
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,4.0,41.0,33.75,40.0,40.0,38.0,40.0,39.0,20.0,19.0,15.0,15.5,10,10.0,20.0,16.0,18.25,20,17.5,19.0,17.5,16.0,18.5,100.0,110.0,20.0,20.0,14.16666,17.0,15.0,18.5,4.0,951.66666
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,9.0,42.0,39.0,40.0,40.0,40.0,40.0,40.0,20.0,20.0,15.0,20.0,10,10.0,20.0,16.0,20.0,20,20.0,20.0,20.0,20.0,20.0,100.0,100.0,20.0,20.0,19.3,18.0,16.6,20.0,8.5,988.4
0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
4.0,4,4,4,4,4,2,4,4,4,2,4,3,4,3,4.0,4,4,3,4,4.0,4,4.0,4,0,4.0,37.5,27.5,40.0,38.0,33.75,40.0,39.0,20.0,10.0,16.5,15.5,10,7.0,14.0,8.0,20.0,18,12.0,19.0,17.5,17.0,15.5,100.0,105.0,18.0,18.0,11.0,9.0,9.0,5.5,5.0,854.25
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,33.5,0.0,40.0,0.0,13.0,0.0,40.0,20.0,15.0,0.0,10.5,0,0.0,19.0,14.0,0.0,0,12.0,19.0,0.0,0.0,0.0,70.0,82.0,0.0,11.0,8.0,0.0,0.0,14.0,0.0,421.0
4.0,4,4,4,4,4,4,4,4,2,4,4,2,4,4,0.0,4,4,4,4,4.0,4,4.0,4,4,4.0,38.25,24.25,40.0,29.0,35.5,28.5,40.0,20.0,10.0,18.0,10.0,10,7.0,19.0,14.0,18.5,19,14.0,19.0,8.5,13.0,14.5,100.0,100.0,18.0,17.0,6.5,7.0,8.2,10.0,0.0,817.7
4.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,31.5,0.0,0.0,5.0,0.0,0.0,0.0,19.0,0.0,2.0,0.0,0,0.0,0.0,14.0,0.0,17,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,122.5
4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,20.5,11.25,0.0,40.0,25.75,33.0,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,15.0,100.0,54.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,361.5
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,9.0,40.125,33.75,40.0,37.0,33.75,38.5,0.0,20.0,10.0,16.0,20.0,10,10.0,0.0,16.0,19.5,20,14.0,20.0,0.0,20.0,16.5,100.0,100.0,19.0,20.0,11.5,12.0,14.8,10.5,0.0,836.925
2.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,0.0,39.5,36.0,40.0,24.0,39.0,40.0,40.0,20.0,19.0,15.0,20.0,10,10.0,20.0,14.0,20.0,20,20.0,0.0,14.0,16.0,16.0,100.0,109.5,19.0,20.0,13.33333,16.0,13.5,19.0,13.0,918.83333
2.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,2,2,4.0,4,4.0,4,4,0.0,36.0,31.75,40.0,38.0,34.0,40.0,40.0,20.0,20.0,20.0,19.5,10,10.0,0.0,16.0,19.0,14,15.0,20.0,20.0,18.0,20.0,100.0,110.0,17.0,19.0,13.83333,18.0,18.8,19.5,11.0,927.38333
4.0,4,4,4,4,0,0,0,4,4,4,4,0,4,4,4.0,4,4,4,4,4.0,4,4.0,4,2,0.0,37.75,30.25,40.0,35.0,34.0,30.5,0.0,20.0,10.0,10.0,15.5,10,9.5,0.0,14.0,18.0,11,16.2,19.0,0.0,17.0,18.0,100.0,100.0,18.0,19.0,15.16666,12.0,11.5,18.0,0.0,771.36666
4.0,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4.0,4,4,4,4,0.0,0,4.0,4,4,9.0,39.75,28.75,40.0,32.0,36.0,40.0,40.0,20.0,10.0,17.5,12.0,10,10.0,17.0,16.0,20.0,0,16.0,20.0,20.0,6.5,17.5,110.0,98.0,20.0,17.0,10.0,13.0,16.0,11.0,13.0,875.0
4.0,4,4,4,4,0,4,0,0,0,4,4,4,4,4,3.5,4,4,4,4,4.0,4,4.0,4,4,5.0,35.125,3.5,40.0,36.0,37.0,39.5,39.0,19.0,10.0,12.0,20.0,10,8.0,8.0,20.0,18.5,16,17.1,16.0,18.5,7.5,13.5,100.0,100.0,17.0,20.0,13.16666,11.0,11.0,10.0,3.5,823.39166
2.0,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4.0,4,4,2,4,4.0,4,4.0,0,4,4.0,41.0,26.25,40.0,36.0,39.0,37.5,40.0,20.0,15.0,15.0,18.5,7,7.0,16.0,18.0,19.75,14,14.5,20.0,19.0,18.0,18.0,100.0,99.0,18.0,20.0,10.5,11.0,7.7,11.5,0.0,876.2
4.0,4,4,0,4,4,4,4,0,2,4,4,4,4,4,3.0,4,4,4,4,4.0,4,4.0,4,2,0.0,41.25,27.0,36.0,37.0,38.75,40.0,39.0,19.0,10.0,16.0,15.5,10,9.0,3.0,14.0,17.5,15,15.0,18.0,19.0,19.0,17.5,100.0,97.0,18.0,17.0,11.33333,11.0,16.4,0.0,0.0,839.23333
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,4.0,42.0,32.5,40.0,39.0,24.15,40.0,40.0,20.0,10.0,18.0,20.0,10,10.0,18.0,14.0,20.0,16,16.0,20.0,20.0,20.0,20.0,110.0,110.0,19.0,20.0,13.83333,18.0,17.0,20.0,6.0,952.48333
4.0,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4.0,4,4,2,4,4.0,4,4.0,4,4,15.0,41.0,24.125,40.0,39.0,32.5,40.0,40.0,20.0,19.0,10.0,15.0,10,10.0,18.0,14.0,18.75,20,11.2,18.0,19.5,9.0,15.5,100.0,100.0,20.0,19.0,12.66666,11.0,17.5,18.0,19.5,916.24166
2.0,4,4,4,4,0,4,4,4,0,2,2,0,4,2,3.5,4,2,4,4,0.0,0,0.0,4,4,4.0,39.5,10.5,40.0,37.0,37.5,40.0,40.0,20.0,10.0,10.0,15.5,10,10.0,15.0,8.0,18.5,12,19.0,18.0,19.5,13.5,20.0,100.0,100.0,20.0,18.0,9.5,6.0,5.4,15.5,9.0,821.4
2.0,4,4,4,4,0,4,4,4,4,4,4,2,4,4,4.0,4,4,2,4,4.0,4,4.0,4,4,29.0,0.0,31.75,40.0,39.0,35.0,40.0,40.0,20.0,10.0,10.0,20.0,10,10.0,14.0,14.0,20.0,20,17.0,19.0,20.0,18.0,17.5,100.0,100.0,19.0,20.0,15.83333,18.0,15.0,18.0,18.0,913.08333
2.0,4,4,4,4,0,4,4,4,4,4,4,2,4,4,4.0,4,4,2,4,4.0,4,4.0,4,4,4.0,42.0,28.25,40.0,37.0,34.0,39.5,40.0,20.0,20.0,4.0,20.0,10,10.0,14.0,14.0,19.5,20,15.2,17.0,20.0,18.0,18.0,100.0,100.0,18.0,20.0,14.33333,19.0,9.2,18.0,17.0,914.98333
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,29.0,28.25,32.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,16.0,0.0,0.0,0.0,135.25
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,4.0,29.5,29.25,40.0,31.0,36.0,37.5,36.0,20.0,15.0,18.0,15.5,10,10.0,14.0,14.0,18.5,19,12.0,20.0,19.5,16.0,20.0,100.0,105.0,11.0,18.0,12.5,10.0,15.5,4.0,0.0,865.75
4.0,4,0,0,0,0,0,0,2,2,2,4,2,4,4,2.0,2,4,2,4,4.0,4,4.0,4,4,9.0,37.0,28.25,15.0,37.0,32.25,28.0,40.0,20.0,10.0,15.0,15.5,10,9.5,19.0,14.0,19.5,20,7.8,0.0,0.0,13.0,20.0,110.0,100.0,19.0,20.0,9.5,10.0,9.5,13.0,0.0,777.8
4.0,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,0.0,4,4,4.0,39.125,33.875,40.0,33.5,34.0,38.5,40.0,20.0,20.0,9.0,20.0,10,10.0,14.0,18.0,10.5,18,16.0,17.0,18.5,16.0,18.0,69.75,76.5,18.0,16.0,13.16666,0.0,0.0,12.0,10.0,812.41666
4.0,4,0,0,0,0,0,0,0,0,4,4,4,4,4,4.0,4,4,2,4,4.0,4,4.0,4,2,4.0,5.5,0.0,37.0,16.0,30.5,21.875,10.0,20.0,10.0,0.0,20.0,10,9.5,6.0,14.0,0.0,17,12.0,18.0,18.0,17.5,17.5,91.0,58.0,6.0,0.0,5.0,6.0,4.0,0.0,1.5,560.875
4.0,4,4,0,0,0,0,0,0,0,4,4,0,4,0,0.0,4,3,2,0,4.0,4,0.0,4,0,4.0,41.25,11.75,13.0,33.0,34.75,0.0,40.0,2.0,15.0,16.0,15.5,10,10.0,16.0,14.0,14.0,11,0.0,15.0,0.0,0.0,19.5,94.75,79.5,14.0,13.0,0.0,6.0,3.0,2.0,7.0,605.0
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,0.0,40.5,5.0,38.0,40.0,37.5,40.0,39.0,20.0,15.0,14.5,16.0,10,8.5,11.0,20.0,12.0,13,18.0,20.0,20.0,17.0,18.0,100.0,102.0,18.0,16.0,8.83333,11.0,5.2,4.5,0.0,841.03333
0.0,4,0,4,3,4,2,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,0.0,15.0,40.0,40.0,40.0,39.5,40.0,20.0,20.0,20.0,17.0,20.0,10,10.0,18.0,14.0,16.75,16,17.2,20.0,20.0,18.0,17.5,100.0,100.0,16.0,16.0,13.0,7.5,9.9,17.5,13.5,876.35
0.0,4,0,2,3,2,4,2,0,0,4,2,0,4,3,3.0,4,2,0,0,4.0,4,4.0,0,0,5.0,25.5,6.5,15.0,38.0,19.0,40.0,36.0,20.0,15.0,14.0,16.0,10,5.5,8.0,14.0,16.0,19,9.3,18.0,12.5,7.0,15.0,100.0,77.0,14.0,14.0,11.16666,7.0,10.5,2.5,0.0,676.46666
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,41.0,0.0,0.0,0.0,20.0,0.0,15.0,20.0,0.0,0.0,0.0,10,7.0,0.0,14.0,15.5,20,7.4,9.0,12.5,7.5,16.5,100.0,100.0,10.0,10.0,8.0,10.0,0.0,0.0,0.0,468.4
4.0,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,0.0,41.0,40.0,40.0,40.0,37.5,40.0,40.0,20.0,20.0,15.0,20.0,10,10.0,20.0,18.0,20.0,20,16.0,20.0,20.0,20.0,20.0,100.0,102.0,19.0,20.0,15.33333,13.0,15.8,20.0,8.5,964.13333
